907900.0,1033900.0,1432500.0,1347300.0
171800.0,319900.0,214200.0,267800.0
308200.0,257200.0,355100.0,91700.0
548500.0,449700.0,381300.0,492500.0
297999.0,340700.0,239699.0,161200.0
166000.0,216100.0,300601.0,275900.0
392700.0,295600.0,247200.0,343300.0
250300.0,186600.0,133400.0,296300.0
233100.0,330700.0,263800.0,349800.0
291000.0,225000.0,374600.0,354700.0
380800.0,318900.0,144100.0,407900.0
327300.0,261500.0,342400.0,211900.0
246100.0,186700.0,311000.0,135100.0
302000.0,440900.0,325500.0,402300.0
276700.0,159100.0,309400.0,210500.0
216600.0,267600.0,365000.0,328200.0
389500.0,154100.0,309300.0,362000.0
331400.0,361700.0,274700.0,378000.0
369000.0,262900.0,298700.0,360000.0
302800.0,336200.0,360000.0,122500.0
165800.0,319600.0,220200.0,278100.0
286100.0,372300.0,343300.0,256700.0
152500.0,103600.0,35500.0,347300.0
288900.0,376600.0,200500.0,382100.0
207900.0,272600.0,133500.0,158600.0
397700.0,314500.0,432200.0,374600.0
190200.0,245200.0,311800.0,152900.0
295000.0,384400.0,333700.0,251900.0
404400.0,184000.0,287100.0,331000.0
296100.0,342600.0,168600.0,239600.0
285600.0,334200.0,363100.0,245000.0
282000.0,354300.0,329500.0,120700.0
207800.0,305100.0,260500.0,345100.0
340300.0,212699.0,281900.0,139100.0
297500.0,366900.0,128400.0,181100.0
367699.0,324000.0,396600.0,292801.0
340700.0,292800.0,235400.0,180500.0
199200.0,309800.0,254900.0,126800.0
312600.0,285100.0,172300.0,222900.0
260100.0,358900.0,380200.0,290700.0
319600.0,199000.0,231100.0,165500.0
171400.0,302900.0,344400.0,216500.0
385300.0,288200.0,323400.0,254000.0
272400.0,346200.0,121000.0,320900.0
366800.0,382100.0,287900.0,238600.0
225000.0,345300.0,256800.0,318900.0
1100.0,371500.0,382200.0,600.0
345500.0,238800.0,348100.0,143500.0
203600.0,333000.0,286000.0,273800.0
248800.0,87500.0,377900.0,316000.0
261300.0,222700.0,341600.0,312600.0
259100.0,186400.0,337100.0,121900.0
352400.0,320300.0,231800.0,268300.0
361500.0,346500.0,234700.0,275400.0
263900.0,202000.0,372600.0,358500.0
379400.0,242000.0,354200.0,293000.0
264100.0,377600.0,410500.0,301800.0
376700.0,273700.0,328100.0,235200.0
334300.0,285800.0,424500.0,395200.0
347900.0,208400.0,309900.0,247500.0
314600.0,354800.0,275200.0,212400.0
152000.0,191000.0,247500.0,284000.0
372900.0,276300.0,230700.0,331800.0
344600.0,410800.0,309400.0,254300.0
189400.0,340300.0,297900.0,253200.0
308300.0,192600.0,269200.0,148200.0
347600.0,359300.0,272300.0,251900.0
332300.0,294700.0,233700.0,187300.0
318200.0,158300.0,343800.0,225400.0
216500.0,323500.0,167400.0,131600.0
275700.0,335500.0,392200.0,360400.0
301000.0,374900.0,394900.0,239600.0
456600.0,350700.0,286600.0,310800.0
300900.0,395200.0,369100.0,261000.0
211600.0,258200.0,335600.0,310500.0
188300.0,310100.0,280300.0,220600.0
346000.0,416200.0,310600.0,401100.0
324800.0,240800.0,71000.0,363800.0
298600.0,237400.0,330700.0,191500.0
193500.0,246000.0,320700.0,309200.0
368800.0,228700.0,270000.0,328800.0
292200.0,179900.0,225500.0,323900.0
169900.0,314700.0,275900.0,210000.0
299800.0,242400.0,187400.0,321900.0
314300.0,230900.0,281200.0,178500.0
287500.0,345100.0,245300.0,391300.0
309300.0,360700.0,227500.0,254400.0
270600.0,351900.0,309600.0,409000.0
154800.0,212600.0,348500.0,277800.0
423700.0,355400.0,303700.0,412400.0
309300.0,140000.0,430300.0,385300.0
378100.0,296201.0,339400.0,260600.0
351700.0,311700.0,236499.0,285900.0
328900.0,180000.0,283500.0,209900.0
183600.0,225499.0,307101.0,358000.0
355000.0,229600.0,314100.0,170099.0
308099.0,161400.0,222000.0,131901.0
383899.0,359899.0,242900.0,301000.0
406800.0,404799.0,330599.0,299299.0
277000.0,320200.0,192400.0,227300.0
