1271699.0,1195926.0,1174363.0,568174.0
1160251.0,1165347.0,1098272.0,492427.0
1168220.0,1069096.0,1043521.0,518259.0
1182435.0,1123493.0,1115989.0,543566.0
1138129.12,1143659.09,1030851.1,566985.97
1216390.03,1109436.91,1155934.91,502575.95
1157645.0,1115036.0,1100437.0,503427.0
1116961.0,1084691.0,1090264.0,514809.0
1099913.0,1079279.0,1031989.0,497826.0
1228208.0,1146004.0,1144731.0,543131.0
1105074.0,1085964.0,1247172.0,537717.0
1124659.0,1084852.0,985614.0,502977.0
1129267.0,1079328.0,1053503.0,490937.0
1158242.0,1113107.0,1081170.0,502531.0
1186458.0,1078388.0,1054492.0,509464.0
1161019.0,1077801.0,1046032.0,513002.0
1257538.0,1151630.0,1103308.0,545918.0
1208608.0,1207511.0,1173905.0,548246.0
1130717.0,1120618.0,1129736.0,559699.0
1201238.0,1124837.0,1144431.0,564786.0
1161860.0,1213840.0,1123922.0,532699.0
1154382.0,1106060.0,1021976.0,501697.0
1257561.0,1200990.0,1131138.0,554892.0
1202645.0,1127119.0,1063079.0,529864.0
1160285.0,1091506.0,1029011.0,511390.0
1136869.0,1066746.0,1022208.0,530811.0
1172911.0,1137732.0,1104831.0,536988.0
907627.0,878416.0,1024624.0,484256.0
1247622.0,1174555.0,1103908.0,549980.0
1150761.0,1103909.0,1087289.0,536505.0
1199807.0,1142674.0,1107415.0,547945.0
1258893.0,1164338.0,1128973.0,541081.0
1166504.0,1063759.0,1085985.0,535307.0
1117076.18,1088702.87,1042589.92,530294.97
1121425.04,1077281.08,1052588.03,513786.0
1130120.09,1155970.07,1153235.02,523019.02
1152420.05,1154009.12,1109773.04,550827.0
1106840.0,1086656.0,1065450.0,507523.0
1249124.0,1155809.0,1071277.0,541807.0
1132706.0,1536460.0,1046257.0,528556.0
1170411.0,1081300.0,1052296.0,528845.0
1137368.0,1092670.0,1039812.0,509310.0
1163305.0,1094070.0,1091276.0,522765.0
1201610.0,1119047.0,1098235.0,536663.0
1206380.0,1154665.0,1107352.0,510386.0
1100337.0,1102293.0,1018919.0,504027.0
1182254.0,1154643.0,1151894.0,567434.0
1091127.0,1024868.0,1054208.0,522659.0
1175223.0,1092283.0,1087771.0,562023.0
1200362.0,1115841.0,1049809.0,530594.0
1134165.0,1131311.0,1019731.0,541038.0
1174253.0,1099033.0,1075880.0,548272.0
1068858.0,1055413.0,1042939.0,514924.0
1153045.0,1119095.0,1070113.0,516829.0
1151012.0,1163504.0,1057607.0,528547.0
1175111.0,1063639.0,1043220.0,543572.0
1212468.0,1147883.0,1129134.0,529112.0
1243160.0,1084395.0,1168360.0,532058.0
1183910.0,1088551.0,1032629.0,489902.0
1206836.0,1132263.0,1038106.0,535441.0
1139013.0,1099915.0,1108593.0,554047.0
1162262.0,1118640.0,1102374.0,554642.0
1341471.0,1187090.0,1193271.0,580596.0
1144510.0,1085643.0,1044744.0,508013.0
1190889.0,1110591.0,1107372.0,521599.0
1114419.0,1062797.0,1054647.0,498356.0
1122594.0,1097662.0,1074477.0,519877.0
1109364.0,1132706.0,1107507.0,543664.0
1144046.0,1141159.0,1140744.0,534278.0
1142095.0,1077080.0,1109114.0,547900.0
1114512.0,1102226.0,1007059.0,506741.0
1131505.0,1055177.0,1065155.0,544046.0
1143633.0,1100439.0,1047263.0,519510.0
1213672.0,1186893.0,1119640.0,556302.0
1173034.0,1176587.0,1085368.0,549239.0
1094503.0,1066098.0,1061991.0,484253.0
1192071.0,1164873.0,1100553.0,541205.0
1246489.0,1313412.0,1337349.0,609629.0
1130275.0,1110753.0,1098119.0,519849.0
1143410.0,1135799.0,1055544.0,510930.0
1115226.0,1161990.0,1140399.0,566145.0
1094520.0,1053183.0,1090735.0,520928.0
1169044.0,1141866.0,1069676.0,525640.0
1173640.0,1136108.0,1088575.0,521467.0
1192467.0,1103572.0,1071494.0,558068.0
1166728.0,1078047.0,1036233.0,534834.0
1209634.0,1168018.0,1125766.0,556146.0
1164391.0,1118741.0,1086260.0,541713.0
1191315.0,1172205.0,1135759.0,564771.0
1163662.0,1114246.0,1120019.0,567900.0
1219877.0,1137839.0,1165717.0,568988.0
1229405.0,1190382.02,1170521.97,553288.97
1117764.91,1083944.05,1066302.06,515553.02
1153097.98,1093030.1,1046134.96,496771.97
1126600.03,1071602.04,1050287.06,504711.94
1108207.02,1034814.86,1053744.05,502962.97
1180656.1,1072925.89,1068993.98,506907.9
1190341.96,1140390.97,1104347.96,526689.03
1200862.95,1110190.0,1140794.03,541111.92
1172014.0,1146686.0,1066671.0,517148.0
